Accuracy: 0.3488286342626124

n_chords: 1
n_melody: 1
t_prior: 15.0
e_prior: 22.5
dataset: All
keys: minor
filter_train_set: True
filter_val_set: True

~ First 3000 predicted states ~
Predicted	True
[13 73]	[13 61]
[13 73]	[13 71]
[13 73]	[13 61]
[13 68]	[13 68]
[13 68]	[13 61]
[13 68]	[13 69]
[13 66]	[13 68]
[13 64]	[13 66]
[13 66]	[12 64]
[13 68]	[12 63]
[13 68]	[12 59]
[13 68]	[12 66]
[13 68]	[12 59]
[13 68]	[12 68]
[13 68]	[12 59]
[13 68]	[12 66]
[13 68]	[12 59]
[13 68]	[12 69]
[13 66]	[12 59]
[13 64]	[12 68]
[13 61]	[12 59]
[13 61]	[12 66]
[13 61]	[12 64]
[13 61]	[12 59]
[13 61]	[13 63]
[13 68]	[13 64]
[13 68]	[13 61]
[13 68]	[13 68]
[13 73]	[13 61]
[13 73]	[13 69]
[13 73]	[13 61]
[13 73]	[13 68]
[13 73]	[13 61]
[13 73]	[13 71]
[13 73]	[13 61]
[13 68]	[13 68]
[13 68]	[13 61]
[13 68]	[13 69]
[13 61]	[13 68]
[13 61]	[13 66]
[13 61]	[12 64]
[13 64]	[12 63]
[13 61]	[12 59]
[13 61]	[12 66]
[13 61]	[12 59]
[13 64]	[12 68]
[13 61]	[12 59]
[13 61]	[12 66]
[13 61]	[13 59]
[13 61]	[13 64]
[13 61]	[13 61]
[-1 -1]	[13 61]
[13 68]	[-1 59]
[13 68]	[-1 68]
[13 68]	[-1 67]
[13 73]	[13 68]
[13 73]	[13 69]
[13 73]	[13 68]
[13 68]	[13 73]
[13 68]	[13 68]
[13 68]	[13 67]
[13 73]	[ 8 68]
[13 73]	[ 8 69]
[13 73]	[ 8 68]
[13 68]	[ 8 75]
[13 68]	[ 8 68]
[13 68]	[ 8 67]
[13 73]	[ 8 68]
[13 76]	[ 8 69]
[13 73]	[ 8 68]
[13 73]	[ 8 78]
[13 73]	[ 8 75]
[13 68]	[ 8 72]
[13 68]	[ 8 68]
[13 68]	[ 8 66]
[13 73]	[13 65]
[13 73]	[13 64]
[13 73]	[13 72]
[13 73]	[13 73]
[13 68]	[13 72]
[13 68]	[13 71]
[13 73]	[18 70]
[13 76]	[18 69]
[13 73]	[18 73]
[13 75]	[18 78]
[13 76]	[18 69]
[13 73]	[18 73]
[13 73]	[13 78]
[13 75]	[13 68]
[13 73]	[13 73]
[13 73]	[13 76]
[13 75]	[13 68]
[13 76]	[13 73]
[13 75]	[ 3 74]
[13 76]	[ 3 75]
[13 75]	[ 3 76]
[13 73]	[ 3 75]
[13 73]	[ 3 73]
[13 73]	[ 3 72]
[13 73]	[ 8 73]
[13 73]	[ 8 75]
[13 68]	[ 8 75]
[13 68]	[ 8 68]
[13 68]	[ 8 67]
[13 73]	[13 68]
[13 73]	[13 69]
[13 73]	[13 68]
[13 68]	[13 73]
[13 68]	[13 68]
[13 68]	[13 67]
[13 73]	[ 8 68]
[13 73]	[ 8 69]
[13 73]	[ 8 68]
[13 68]	[ 8 75]
[13 68]	[ 8 68]
[13 68]	[ 8 67]
[13 73]	[ 8 68]
[13 76]	[ 8 69]
[13 73]	[ 8 68]
[13 73]	[ 8 78]
[13 73]	[ 8 75]
[13 68]	[ 8 72]
[13 68]	[ 8 68]
[13 68]	[ 8 66]
[13 73]	[13 65]
[13 73]	[13 64]
[13 73]	[13 72]
[13 73]	[13 73]
[13 68]	[13 72]
[13 68]	[13 71]
[13 73]	[18 70]
[13 76]	[18 69]
[13 73]	[18 73]
[13 75]	[18 78]
[13 76]	[18 69]
[13 75]	[18 73]
[13 73]	[18 78]
[13 73]	[18 69]
[13 73]	[13 73]
[13 75]	[13 68]
[13 73]	[13 73]
[13 73]	[13 76]
[13 75]	[13 68]
[13 73]	[13 73]
[13 73]	[13 76]
[13 73]	[13 68]
[13 73]	[13 72]
[13 73]	[ 8 75]
[13 80]	[ 8 80]
[13 80]	[ 8 68]
[13 78]	[ 8 80]
[13 76]	[ 8 81]
[13 75]	[ 8 80]
[13 76]	[ 8 78]
[13 75]	[ 8 76]
[13 73]	[13 75]
[13 73]	[13 73]
[13 68]	[13 73]
[13 68]	[13 68]
[13 73]	[13 69]
[13 71]	[ 5 70]
[13 73]	[ 5 71]
[13 71]	[ 5 70]
[13 73]	[ 5 71]
[13 73]	[ 5 70]
[13 73]	[ 5 71]
[13 68]	[18 72]
[13 68]	[18 73]
[13 68]	[18 69]
[13 68]	[18 68]
[13 73]	[18 69]
[13 73]	[12 70]
[13 68]	[12 71]
[13 73]	[12 63]
[13 73]	[12 66]
[13 68]	[12 71]
[13 73]	[12 63]
[13 73]	[12 66]
[13 73]	[12 75]
[13 73]	[ 5 74]
[13 73]	[ 5 73]
[13 75]	[ 5 68]
[13 73]	[ 5 76]
[13 75]	[ 5 76]
[13 73]	[ 5 68]
[13 75]	[ 5 76]
[13 73]	[ 5 68]
[13 73]	[ 5 76]
[13 73]	[ 5 68]
[13 73]	[ 5 75]
[13 73]	[ 5 68]
[13 73]	[ 5 75]
[13 68]	[18 68]
[13 68]	[18 73]
[13 68]	[18 69]
[13 68]	[18 62]
[13 73]	[18 63]
[13 68]	[12 66]
[13 73]	[12 75]
[13 73]	[12 69]
[13 68]	[12 73]
[13 68]	[12 68]
[13 73]	[12 69]
[13 73]	[ 5 70]
[13 68]	[ 5 71]
[13 68]	[ 5 68]
[13 68]	[ 5 67]
[13 73]	[ 5 68]
[13 68]	[ 5 69]
[13 73]	[ 5 71]
[13 73]	[ 5 64]
[13 68]	[ 5 68]
[13 73]	[ 5 71]
[13 73]	[ 5 64]
[13 73]	[ 5 68]
[13 73]	[ 5 71]
[13 68]	[18 72]
[13 68]	[18 73]
[13 73]	[18 66]
[13 68]	[18 69]
[13 73]	[18 73]
[13 73]	[18 66]
[13 73]	[18 76]
[13 73]	[18 75]
[13 73]	[18 74]
[13 73]	[12 73]
[13 68]	[12 71]
[13 73]	[12 63]
[13 73]	[12 66]
[13 68]	[12 71]
[13 73]	[12 63]
[13 73]	[12 66]
[13 73]	[12 71]
[13 73]	[ 5 72]
[13 73]	[ 5 73]
[13 73]	[ 5 68]
[13 73]	[ 5 68]
[13 75]	[ 5 68]
[13 76]	[ 5 71]
[13 75]	[ 5 76]
[13 73]	[10 75]
[13 73]	[10 73]
[13 73]	[10 72]
[13 76]	[10 73]
[13 75]	[23 75]
[13 76]	[23 78]
[13 78]	[23 76]
[13 80]	[23 75]
[13 80]	[ 5 76]
[13 80]	[ 5 80]
[13 85]	[ 5 81]
[13 85]	[ 5 82]
[13 85]	[ 1 83]
[13 80]	[ 1 85]
[13 78]	[ 1 83]
[13 76]	[ 1 81]
[13 75]	[18 80]
[13 76]	[18 78]
[13 75]	[18 76]
[13 73]	[18 75]
[13 68]	[12 73]
[13 68]	[12 71]
[13 68]	[12 69]
[13 68]	[12 68]
[13 68]	[ 5 66]
[13 73]	[ 5 64]
[13 75]	[ 5 64]
[13 73]	[ 5 73]
[13 73]	[ 5 76]
[13 73]	[ 1 80]
[13 75]	[ 1 85]
[13 73]	[ 1 73]
[13 73]	[ 1 76]
[13 75]	[ 1 80]
[13 76]	[ 1 83]
[13 78]	[ 1 73]
[13 80]	[ 1 76]
[13 76]	[ 1 80]
[13 78]	[ 1 81]
[13 80]	[ 1 73]
[13 80]	[ 1 76]
[13 78]	[ 1 80]
[13 76]	[ 1 81]
[13 75]	[ 1 80]
[13 73]	[ 1 76]
[13 73]	[ 1 73]
[13 75]	[ 1 85]
[13 73]	[ 1 73]
[13 73]	[ 1 76]
[13 75]	[ 1 80]
[13 76]	[ 1 83]
[13 78]	[ 1 73]
[13 80]	[ 1 76]
[13 78]	[15 80]
[13 76]	[15 81]
[13 80]	[15 69]
[13 80]	[15 75]
[13 80]	[15 78]
[13 76]	[15 81]
[13 78]	[15 78]
[13 80]	[15 75]
[13 78]	[15 69]
[13 76]	[15 85]
[13 80]	[15 69]
[13 80]	[15 75]
[13 78]	[15 78]
[13 76]	[15 83]
[13 80]	[15 69]
[13 80]	[15 75]
[13 78]	[ 8 78]
[13 76]	[ 8 81]
[13 80]	[ 8 69]
[13 80]	[ 8 75]
[13 80]	[ 8 78]
[13 76]	[ 8 81]
[13 78]	[ 8 78]
[13 80]	[ 8 75]
[13 78]	[ 8 69]
[13 76]	[ 8 85]
[13 80]	[ 8 69]
[13 80]	[ 8 75]
[13 78]	[ 8 78]
[13 76]	[ 8 83]
[13 80]	[ 8 69]
[13 80]	[ 8 75]
[13 76]	[ 1 78]
[13 78]	[ 1 81]
[13 80]	[ 1 73]
[13 80]	[ 1 76]
[13 78]	[ 1 80]
[13 76]	[ 1 81]
[13 75]	[ 1 80]
[13 73]	[ 1 76]
[13 73]	[ 1 73]
[13 75]	[ 1 85]
[13 73]	[ 1 73]
[13 73]	[ 1 76]
[13 75]	[ 1 80]
[13 76]	[ 1 83]
[13 78]	[ 1 73]
[13 80]	[ 1 76]
[13 76]	[ 1 80]
[13 78]	[ 1 81]
[13 80]	[ 1 73]
[13 80]	[ 1 76]
[13 80]	[ 1 80]
[13 78]	[ 1 81]
[13 76]	[ 1 80]
[13 80]	[ 1 76]
[13 85]	[10 73]
[13 80]	[10 81]
[13 78]	[10 83]
[13 80]	[10 81]
[13 78]	[10 80]
[13 80]	[10 78]
[13 78]	[15 76]
[13 76]	[15 81]
[13 75]	[15 80]
[13 76]	[15 78]
[13 75]	[13 76]
[13 73]	[13 75]
[13 73]	[13 73]
[13 68]	[13 71]
[13 73]	[ 6 71]
[13 73]	[ 6 69]
[13 73]	[ 6 71]
[13 73]	[ 6 72]
[13 73]	[19 73]
[13 73]	[19 75]
[13 73]	[19 73]
[13 75]	[19 71]
[13 76]	[ 1 73]
[13 80]	[ 1 76]
[13 78]	[ 1 78]
[13 80]	[ 1 79]
[13 78]	[10 80]
[13 76]	[10 81]
[13 75]	[10 80]
[13 76]	[10 78]
[13 75]	[15 76]
[13 73]	[15 75]
[13 68]	[15 73]
[13 68]	[15 71]
[13 68]	[ 8 69]
[13 61]	[ 8 68]
[13 61]	[ 8 66]
[13 61]	[ 8 64]
[-1 -1]	[ 1 63]
[13 75]	[13 61]
[13 76]	[13 68]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 73]	[13 75]
[13 75]	[10 73]
[13 76]	[10 69]
[13 75]	[10 73]
[13 76]	[10 75]
[13 75]	[10 76]
[13 76]	[10 75]
[13 75]	[ 6 73]
[13 76]	[ 6 70]
[13 75]	[ 6 73]
[13 76]	[ 6 75]
[13 75]	[ 6 76]
[13 73]	[ 6 75]
[13 73]	[12 73]
[13 75]	[12 75]
[13 76]	[12 75]
[13 73]	[12 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 73]	[12 71]
[13 73]	[12 73]
[13 75]	[13 75]
[13 76]	[13 68]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 73]	[13 75]
[13 75]	[10 73]
[13 76]	[10 69]
[13 75]	[10 73]
[13 76]	[10 75]
[13 75]	[10 76]
[13 73]	[10 75]
[13 73]	[12 73]
[13 75]	[12 75]
[13 76]	[12 75]
[13 73]	[12 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 76]	[12 71]
[13 76]	[12 75]
[13 75]	[20 78]
[13 76]	[20 78]
[13 75]	[20 76]
[13 73]	[13 75]
[13 75]	[13 73]
[13 76]	[13  0]
[13 78]	[13 73]
[13 80]	[13 76]
[13 80]	[13 80]
[13 78]	[13 85]
[13 80]	[13 80]
[13 78]	[18 76]
[13 80]	[18 78]
[13 78]	[18 80]
[13 76]	[18 81]
[13 75]	[18 80]
[13 73]	[18 76]
[13 73]	[10 73]
[13 75]	[10 69]
[13 73]	[10 73]
[13 73]	[10 76]
[13 73]	[10 68]
[13 75]	[10 73]
[13 76]	[ 8 76]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 75]	[ 8 73]
[13 76]	[ 8 72]
[13 75]	[ 8 73]
[13 76]	[13 75]
[13 78]	[13 73]
[13 80]	[13 76]
[13 80]	[13 80]
[13 78]	[13 85]
[13 80]	[13 80]
[13 78]	[18 76]
[13 80]	[18 78]
[13 78]	[18 80]
[13 76]	[18 81]
[13 75]	[18 80]
[13 73]	[18 76]
[13 73]	[10 73]
[13 75]	[10 69]
[13 73]	[10 73]
[13 73]	[10 76]
[13 75]	[10 68]
[13 76]	[10 73]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 73]
[13 73]	[13 72]
[13 75]	[13 73]
[13 76]	[13 68]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 73]	[13 75]
[13 75]	[10 73]
[13 76]	[10 69]
[13 75]	[10 73]
[13 76]	[10 75]
[13 75]	[10 76]
[13 76]	[10 75]
[13 75]	[ 6 73]
[13 76]	[ 6 70]
[13 75]	[ 6 73]
[13 76]	[ 6 75]
[13 75]	[ 6 76]
[13 73]	[ 6 75]
[13 73]	[12 73]
[13 75]	[12 75]
[13 76]	[12 75]
[13 73]	[12 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 73]	[12 71]
[13 73]	[12 73]
[13 75]	[13 75]
[13 76]	[13 68]
[13 75]	[13 73]
[13 76]	[13 75]
[13 75]	[13 76]
[13 73]	[13 75]
[13 75]	[10 73]
[13 76]	[10 69]
[13 75]	[10 73]
[13 76]	[10 75]
[13 75]	[10 76]
[13 73]	[10 75]
[13 73]	[12 73]
[13 75]	[12 75]
[13 76]	[12 75]
[13 73]	[12 76]
[13 73]	[12 78]
[13 73]	[12 75]
[13 76]	[12 71]
[13 76]	[12 75]
[13 75]	[20 78]
[13 76]	[20 78]
[13 75]	[20 76]
[13 73]	[13 75]
[13 80]	[13 73]
[13 85]	[13  0]
[13 87]	[13 80]
[13 88]	[13 85]
[13 87]	[13 88]
[13 88]	[13 92]
[13 87]	[13 88]
[13 88]	[18 92]
[13 88]	[18 93]
[13 88]	[18 92]
[13 87]	[18 90]
[13 85]	[18 92]
[13 80]	[18 88]
[13 85]	[10 85]
[13 87]	[10 81]
[13 85]	[10 85]
[13 87]	[10 88]
[13 88]	[10 80]
[13 87]	[10 85]
[13 88]	[ 8 88]
[13 87]	[ 8 88]
[13 85]	[ 8 87]
[13 85]	[ 8 85]
[13 85]	[ 8 84]
[13 85]	[ 8 85]
[13 85]	[13 87]
[13 87]	[13 80]
[13 88]	[13 85]
[13 90]	[13 88]
[13 92]	[13 92]
[13 90]	[18 92]
[13 88]	[18 93]
[13 88]	[18 92]
[13 87]	[18 90]
[13 85]	[18 92]
[13 80]	[18 88]
[13 85]	[10 85]
[13 87]	[10 81]
[13 85]	[10 85]
[13 85]	[10 88]
[13 87]	[10 80]
[13 88]	[10 85]
[13 87]	[ 8 88]
[13 85]	[ 8 87]
[13 85]	[ 8 85]
[13 85]	[ 8 84]
[13 85]	[ 8 85]
[13 85]	[13 85]
[13 87]	[13 80]
[13 88]	[13 85]
[13 87]	[13 88]
[13 88]	[13 92]
[13 87]	[13 88]
[13 88]	[18 92]
[13 88]	[18 93]
[13 88]	[18 92]
[13 87]	[18 90]
[13 85]	[18 92]
[13 80]	[18 88]
[13 85]	[10 85]
[13 87]	[10 81]
[13 85]	[10 85]
[13 87]	[10 88]
[13 88]	[10 80]
[13 87]	[10 85]
[13 88]	[ 8 88]
[13 87]	[ 8 88]
[13 85]	[ 8 87]
[13 85]	[ 8 85]
[13 85]	[ 8 84]
[13 85]	[ 8 85]
[13 87]	[13 87]
[13 88]	[13 80]
[13 87]	[13 85]
[13 85]	[13 87]
[13 85]	[13 88]
[13 80]	[13 87]
[13 85]	[10 85]
[13 85]	[10 81]
[13 87]	[10 85]
[13 88]	[10 87]
[13 87]	[10 88]
[13 88]	[10 87]
[13 88]	[12 85]
[13 85]	[12 87]
[13 85]	[12 90]
[13 85]	[12 87]
[13 88]	[12 83]
[13 88]	[12 87]
[13 87]	[20 90]
[13 88]	[20 90]
[13 87]	[20 88]
[-1 -1]	[13 87]
[13 75]	[13 85]
[13 73]	[13 68]
[13 73]	[13 73]
[13 75]	[13 73]
[13 73]	[ 5 75]
[13 73]	[12 76]
[13 73]	[12 75]
[13 73]	[13 71]
[13 73]	[13 68]
[13 73]	[13 73]
[13 68]	[20 71]
[13 73]	[20 68]
[13 75]	[13 66]
[13 76]	[13 68]
[13 78]	[13 73]
[13 80]	[13 76]
[13 85]	[13 80]
[13 85]	[12 85]
[13 80]	[12 87]
[13 80]	[20 83]
[13 80]	[ 6 80]
[13 78]	[ 6 82]
[13 80]	[20 78]
[13 80]	[20 80]
[13 80]	[20 83]
[13 80]	[20 81]
[13 78]	[13 78]
[13 76]	[13 80]
[13 76]	[13 76]
[13 75]	[13 78]
[13 76]	[ 5 75]
[13 75]	[ 5 76]
[13 73]	[ 5 75]
[13 73]	[ 5 73]
[13 73]	[13 71]
[13 73]	[13 73]
[13 68]	[13 71]
[13 68]	[13 68]
[13 68]	[ 5 66]
[13 73]	[ 5 64]
[13 73]	[ 5 66]
[13 73]	[ 5 68]
[13 75]	[13 71]
[13 76]	[13 73]
[13 75]	[13 76]
[13 76]	[13 75]
[13 75]	[12 76]
[13 73]	[12 78]
[13 73]	[12 76]
[13 73]	[12 75]
[13 73]	[13 71]
[13 73]	[13 68]
[13 73]	[13 73]
[13 73]	[13 71]
[13 80]	[13 75]
[13 85]	[13 73]
[13 85]	[13 80]
[13 80]	[13 85]
[13 80]	[ 5 83]
[13 80]	[ 6 80]
[13 80]	[ 6 82]
[13 85]	[20 78]
[13 87]	[20 80]
[13 88]	[20 83]
[13 87]	[12 85]
[13 85]	[12 87]
[13 80]	[12 85]
[13 78]	[12 83]
[13 80]	[ 5 82]
[13 78]	[ 5 80]
[13 76]	[ 5 76]
[13 76]	[12 80]
[13 75]	[12 78]
[13 76]	[13 75]
[13 75]	[13 73]
[13 76]	[13 75]
[13 78]	[13 76]
[13 76]	[20 78]
[13 76]	[20 80]
[13 76]	[20 78]
[13 78]	[20 75]
[13 80]	[13 78]
[13 80]	[13 80]
[13 78]	[13 85]
[13 80]	[ 5 83]
[13 80]	[ 6 80]
[13 80]	[ 6 82]
[13 85]	[20 78]
[13 87]	[20 80]
[13 88]	[20 83]
[13 87]	[12 85]
[13 85]	[12 87]
[13 80]	[12 85]
[13 78]	[12 83]
[13 80]	[ 5 82]
[13 85]	[ 5 80]
[13 85]	[ 5 82]
[13 85]	[ 5 83]
[13 85]	[13 80]
[13 85]	[13 85]
[13 80]	[13 87]
[13 80]	[13 83]
[13 78]	[ 5 81]
[13 76]	[ 5 80]
[13 76]	[12 76]
[-1 -1]	[12 78]
[13 85]	[13 75]
[13 83]	[13 73]
[13 85]	[13 83]
[13 80]	[13 82]
[13 80]	[13 83]
[13 78]	[13 80]
[13 80]	[13 85]
[13 78]	[13 80]
[13 80]	[13 78]
[13 78]	[13 80]
[13 80]	[13 78]
[13 85]	[13 76]
[13 80]	[13 78]
[13 80]	[13 83]
[13 78]	[13 82]
[13 76]	[13 83]
[13 78]	[13 80]
[13 80]	[13 73]
[13 78]	[13 80]
[13 76]	[13 78]
[13 75]	[13 80]
[13 76]	[13 78]
[13 76]	[18 76]
[13 75]	[18 78]
[13 76]	[18 80]
[13 76]	[18 76]
[13 75]	[18 78]
[13 76]	[18 75]
[13 75]	[18 76]
[13 73]	[13 78]
[13 75]	[13 73]
[13 76]	[13 71]
[13 75]	[13 76]
[13 76]	[13 75]
[13 76]	[18 73]
[13 75]	[18 78]
[13 76]	[18 80]
[13 76]	[18 76]
[13 75]	[18 78]
[13 76]	[18 75]
[13 75]	[18 76]
[13 73]	[13 78]
[13 75]	[13 73]
[13 76]	[13 71]
[13 75]	[13 76]
[-1 -1]	[13 75]
[13 73]	[-1 73]
[13 73]	[-1 68]
[13 73]	[13 71]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 71]
[13 75]	[ 5 73]
[13 76]	[ 5 76]
[13 75]	[12 76]
[13 76]	[12 78]
[13 78]	[12 76]
[13 76]	[13 78]
[13 75]	[13 80]
[13 73]	[13 78]
[13 73]	[13 76]
[13 73]	[13 73]
[13 73]	[20 68]
[13 73]	[20 71]
[13 73]	[20 68]
[13 73]	[13 71]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 71]
[13 75]	[ 5 73]
[13 76]	[ 5 76]
[13 75]	[12 76]
[13 76]	[12 78]
[13 78]	[12 76]
[13 76]	[13 78]
[13 75]	[13 80]
[13 73]	[13 78]
[13 73]	[20 76]
[13 76]	[20 73]
[13 78]	[13 71]
[13 80]	[13 73]
[13 85]	[13 80]
[13 80]	[ 5 81]
[13 78]	[ 5 83]
[13 76]	[ 5 80]
[13 75]	[ 5 80]
[13 76]	[ 5 78]
[13 76]	[12 76]
[13 76]	[12 78]
[13 75]	[12 78]
[13 76]	[12 78]
[13 78]	[12 76]
[13 76]	[13 78]
[13 75]	[13 80]
[13 73]	[13 78]
[13 73]	[13 76]
[13 73]	[13 73]
[13 73]	[20 73]
[13 73]	[20 71]
[13 73]	[20 68]
[13 73]	[13 71]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 71]
[13 75]	[ 5 73]
[13 76]	[ 5 76]
[13 75]	[12 76]
[13 76]	[12 78]
[13 78]	[12 76]
[13 76]	[13 78]
[13 75]	[13 80]
[13 73]	[13 78]
[13 73]	[20 76]
[-1 -1]	[20 73]
[ 8 76]	[13 71]
[13 75]	[13 73]
[13 76]	[13 75]
[13 76]	[13 76]
[13 75]	[ 8 80]
[13 73]	[ 8 78]
[13 73]	[ 8 76]
[13 73]	[ 8 72]
[13 73]	[13 75]
[13 76]	[13 73]
[13 78]	[18  0]
[13 80]	[18 78]
[13 85]	[18 80]
[13 85]	[18 81]
[13 80]	[12 85]
[13 78]	[12 83]
[13 80]	[12 81]
[13 78]	[12 80]
[13 80]	[ 5 78]
[13 80]	[ 1 80]
[13 85]	[18  0]
[13 80]	[18 81]
[13 80]	[18 83]
[13 78]	[18 81]
[13 80]	[18 78]
[13 85]	[18 80]
[13 85]	[18 81]
[13 80]	[18 85]
[13 78]	[18 83]
[13 80]	[13 81]
[13 78]	[13 80]
[13 80]	[13 81]
[13 78]	[13 80]
[13 80]	[13 79]
[13 78]	[13 80]
[13 76]	[13 81]
[13 75]	[13 80]
[13 76]	[13 76]
[13 80]	[18 73]
[13 80]	[18 75]
[13 73]	[ 8 81]
[13 73]	[ 8 80]
[13 73]	[13 72]
[13 73]	[13 75]
[13 73]	[ 8 73]
[13 73]	[ 8 73]
[13 73]	[13 72]
[13 73]	[13 73]
[13 80]	[13  0]
[13 80]	[1 0]
[13 80]	[ 1 85]
[13 85]	[ 1 85]
[13 85]	[ 1 73]
[13 80]	[18 83]
[13 80]	[18 83]
[13 78]	[ 1 81]
[13 80]	[ 1 81]
[13 85]	[18 80]
[13 85]	[18 81]
[13 85]	[12  0]
[13 73]	[12 83]
[13 80]	[12 83]
[13 80]	[12 71]
[13 78]	[ 5 81]
[13 80]	[ 5 81]
[13 80]	[12 80]
[13 78]	[12 80]
[13 76]	[ 5 79]
[13 75]	[ 8 80]
[13 76]	[13  0]
[13 75]	[13 76]
[13 73]	[13 78]
[13 73]	[13 76]
[13 75]	[13 73]
[13 76]	[13 75]
[13 76]	[13 76]
[13 75]	[13 78]
[13 76]	[13 80]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 76]
[13 75]	[ 8 75]
[13 76]	[ 8 72]
[13 75]	[ 8 73]
[13 76]	[ 8 75]
[13 76]	[ 8 76]
[13 75]	[ 8 78]
[13 76]	[13 75]
[13 75]	[13 76]
[13 73]	[13 78]
[13 75]	[13 76]
[13 76]	[13 73]
[13 76]	[ 8 76]
[13 75]	[ 8 80]
[13 73]	[ 8 78]
[13 73]	[ 8 76]
[13 73]	[13 72]
[13 73]	[13 75]
[13 73]	[ 8 73]
[13 73]	[ 8 73]
[-1 -1]	[13 72]
[13 75]	[-1 73]
[13 76]	[-1 68]
[13 75]	[-1 73]
[13 76]	[24 75]
[13 75]	[ 8 76]
[13 76]	[24 75]
[13 75]	[ 8 73]
[13 73]	[24 75]
[13 73]	[24 76]
[13 75]	[24  0]
[13 76]	[24 68]
[13 75]	[24 73]
[13 76]	[24 75]
[13 75]	[ 8 76]
[13 73]	[24 75]
[13 73]	[ 8 73]
[13 73]	[24 72]
[13 73]	[24 73]
[13 75]	[24  0]
[13 76]	[24 68]
[13 75]	[24 73]
[13 76]	[24 75]
[13 78]	[24 73]
[13 80]	[24  0]
[13 78]	[24 80]
[13 80]	[24 80]
[13 78]	[24 80]
[13 80]	[24 80]
[13 78]	[18 80]
[13 80]	[18 81]
[13 80]	[18 80]
[13 80]	[ 8 78]
[13 80]	[ 8 78]
[13 80]	[ 8 78]
[13 78]	[ 8 78]
[13 80]	[24 80]
[13 80]	[24 76]
[13 78]	[24 78]
[13 76]	[24 80]
[-1 -1]	[ 8 76]
[13 68]	[-1 75]
[13 73]	[13 68]
[13 73]	[13 68]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 73]
[13 75]	[13 72]
[13 73]	[13 73]
[13 73]	[13 76]
[13 75]	[13 75]
[13 76]	[13 73]
[13 78]	[13 76]
[13 80]	[ 5 78]
[13 78]	[ 5 80]
[13 80]	[ 5 81]
[13 80]	[ 5 80]
[13 85]	[ 5 80]
[13 80]	[ 5 82]
[13 73]	[12 83]
[13 73]	[12 78]
[13 73]	[12 75]
[13 71]	[12 71]
[13 73]	[12 71]
[13 73]	[12 70]
[13 73]	[13 71]
[13 73]	[13 68]
[13 73]	[13 73]
[13 73]	[13 73]
[13 73]	[13 73]
[13 75]	[13 72]
[13 73]	[13 73]
[13 73]	[13 76]
[13 75]	[13 75]
[13 76]	[13 73]
[13 78]	[13 76]
[13 80]	[ 8 78]
[13 78]	[ 8 80]
[13 76]	[ 8 81]
[13 75]	[ 8 80]
[13 76]	[ 8 78]
[13 75]	[ 8 76]
[13 73]	[13 75]
[13 75]	[13 76]
[13 76]	[13 73]
[13 78]	[13 73]
[13 80]	[13 73]
[13 85]	[13 80]
[13 85]	[13 82]
[13 80]	[13 83]
[13 78]	[13 85]
[13 80]	[13 80]
[13 78]	[13 80]
[13 80]	[13 85]
[13 80]	[13 80]
[13 78]	[13 80]
[13 76]	[13 85]
[13 75]	[13 80]
[13 76]	[13 78]
[13 75]	[13 76]
[13 76]	[13 75]
[13 75]	[12 73]
[13 76]	[12 75]
[13 80]	[12 73]
[13 80]	[12 75]
[13 78]	[12 83]
[13 76]	[12 82]
[13 73]	[12 80]
[13 73]	[12 78]
[13 73]	[12 75]
[13 71]	[12 71]
[13 73]	[12 71]
[13 80]	[12 70]
[13 85]	[13 71]
[13 85]	[13 80]
[13 85]	[13 85]
[13 85]	[13 85]
[13 85]	[13 85]
[13 85]	[13 84]
[13 85]	[ 5 85]
[13 85]	[ 5 80]
[13 85]	[ 5 83]
[13 83]	[ 5 83]
[13 85]	[ 5 83]
[13 80]	[ 5 82]
[13 80]	[ 8 83]
[13 78]	[ 8 80]
[13 76]	[ 8 81]
[13 75]	[ 8 80]
[13 76]	[ 8 78]
[13 75]	[ 8 76]
[13 73]	[13 75]
[13 73]	[13 76]
[-1 -1]	[13 73]
[13 80]	[13 73]
[13 78]	[13 80]
[13 76]	[13 81]
[13 75]	[13 80]
[13 76]	[13 78]
[13 75]	[13 76]
[13 73]	[13 78]
[13 73]	[13 76]
[13 75]	[13 75]
[13 76]	[13 73]
[13 75]	[ 8 76]
[13 76]	[ 8 75]
[13 75]	[ 8 76]
[13 73]	[ 8 75]
[13 73]	[ 8 73]
[13 73]	[ 8 72]
